reference,nom,categorie,sous_categorie,prix,stock,etat,couleur,taille,pointure,marque,matiere,genre,description_courte,description,note_produit,dossier_images,statut,nb_images,nb_videos,confiance_regroupement,controle_requis,fichiers_sources,prix_min_marche,prix_max_marche,prix_a_verifier,prix_source_logique,source_web,niveau_verification
PR041,Soin parfumé pour le corps,Beauté et soins,Soin corporel,3000,1,,,,,,,Femme,Soin corporel parfumé destiné à compléter une routine beauté quotidienne.,"Soin parfumé pour le corps

Ce soin parfumé pour le corps s’intègre dans une routine beauté et laisse la peau délicatement parfumée. Le produit et son conditionnement sont présentés sur le média associé.",produits/notes/PR041.txt,PR041,draft,1,0,media_unique_a_verifier,oui,2aedd125-ba0c-4965-829d-8b6842b9e88b.jpeg,2000,6000,oui,"Prix indicatif pour un soin corporel parfumé générique, contenance et marque non confirmées.",,Description enrichie ; informations d’étiquette à vérifier
PR042,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR042.txt,PR042,draft,1,0,media_unique_a_verifier,oui,2c0e4488-618d-4619-aa61-a2905e7a1ad3.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR043,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR043.txt,PR043,draft,1,0,media_unique_a_verifier,oui,2c760eb7-c84b-4ce4-8aff-f0e0f44a3eaa.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR044,Soin parfumé pour le corps,Beauté et soins,Soin corporel,3000,1,,,,,,,Femme,Soin corporel parfumé destiné à compléter une routine beauté quotidienne.,"Soin parfumé pour le corps

Ce soin parfumé pour le corps s’intègre dans une routine beauté et laisse la peau délicatement parfumée. Le produit et son conditionnement sont présentés sur le média associé.",produits/notes/PR044.txt,PR044,draft,1,0,media_unique_a_verifier,oui,2e518515-f326-4cfc-b8b5-a7d60d317b6c.jpeg,2000,6000,oui,"Prix indicatif pour un soin corporel parfumé générique, contenance et marque non confirmées.",,Description enrichie ; informations d’étiquette à vérifier
PR045,Bague fantaisie,Bijoux,Bague,5500,1,,,,,,,Femme,"Bague fantaisie décorative, idéale pour apporter une touche élégante à une tenue.","Bague fantaisie

Ce bijou fantaisie présente un style décoratif et peut être porté au quotidien ou lors d’une occasion particulière. Sa forme et ses détails sont visibles sur le média associé.",produits/notes/PR045.txt,PR045,draft,1,0,media_unique_a_verifier,oui,2f04c7f5-005d-4dab-a35c-f443bc1b9fc6.jpeg,3000,10000,oui,"Prix indicatif pour une bague fantaisie sans métal, pierre ou marque confirmés.",,Description enrichie ; matière et dimensions à vérifier
PR046,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR046.txt,PR046,draft,1,0,media_unique_a_verifier,oui,304cf65a-9d40-4010-b999-9f01b99198a5.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR047,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR047.txt,PR047,draft,1,0,media_unique_a_verifier,oui,30dacdf7-e88d-4676-9d81-e2ac48b593ad.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR048,Bracelet fantaisie,Bijoux,Bracelet,7500,1,,,,,,,Femme,"Bracelet fantaisie décoratif, conçu pour compléter une tenue avec élégance.","Bracelet fantaisie

Ce bijou fantaisie présente un style décoratif et peut être porté au quotidien ou lors d’une occasion particulière. Sa forme et ses détails sont visibles sur le média associé.",produits/notes/PR048.txt,PR048,draft,1,0,media_unique_a_verifier,oui,31b7e85b-7cd1-405f-a1e7-1326faeff2ed.jpeg,5500,12900,oui,"Prix indicatif pour un bracelet fantaisie sans métal, pierre ou marque confirmés.",,Description enrichie ; matière et dimensions à vérifier
PR049,Eau de parfum,Parfums,Eau de parfum,10000,1,,,,,,,Mixte,"Eau de parfum présentée avec son flacon ou son emballage, destinée à compléter une collection de fragrances.","Eau de parfum

Cette fragrance est présentée avec son flacon ou son emballage visible sur le média associé. Elle convient à une utilisation quotidienne ou à des occasions particulières, selon son profil olfactif.

INFORMATIONS À CONFIRMER
• Nom commercial exact
• Marque
• Contenance
• Concentration et notes olfactives

Aucune pyramide olfactive ni comparaison avec une autre fragrance n’est ajoutée sans identification certaine du produit.",produits/notes/PR049.txt,PR049,draft,1,0,media_unique_a_verifier,oui,33da7261-4539-499f-9b40-5c316797ee3d.jpeg,6800,15000,oui,Prix indicatif pour une eau de parfum générique/non identifiée. Marque et contenance à confirmer.,,Produit non identifié avec une certitude suffisante
PR050,Bague fantaisie,Bijoux,Bague,5500,1,,,,,,,Femme,"Bague fantaisie décorative, idéale pour apporter une touche élégante à une tenue.","Bague fantaisie

Ce bijou fantaisie présente un style décoratif et peut être porté au quotidien ou lors d’une occasion particulière. Sa forme et ses détails sont visibles sur le média associé.",produits/notes/PR050.txt,PR050,draft,1,0,media_unique_a_verifier,oui,33dce096-b0dd-4971-8017-1886e2964471.jpeg,3000,10000,oui,"Prix indicatif pour une bague fantaisie sans métal, pierre ou marque confirmés.",,Description enrichie ; matière et dimensions à vérifier
PR051,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR051.txt,PR051,draft,1,0,media_unique_a_verifier,oui,359c2e36-bc7d-4518-9d53-4a27b9d23264.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR052,Bague fantaisie,Bijoux,Bague,5500,1,,,,,,,Femme,"Bague fantaisie décorative, idéale pour apporter une touche élégante à une tenue.","Bague fantaisie

Ce bijou fantaisie présente un style décoratif et peut être porté au quotidien ou lors d’une occasion particulière. Sa forme et ses détails sont visibles sur le média associé.",produits/notes/PR052.txt,PR052,draft,1,0,media_unique_a_verifier,oui,366ac547-9328-41c7-8167-6853c6d40ddc.jpeg,3000,10000,oui,"Prix indicatif pour une bague fantaisie sans métal, pierre ou marque confirmés.",,Description enrichie ; matière et dimensions à vérifier
PR053,Eau de parfum,Parfums,Eau de parfum,10000,1,,,,,,,Mixte,"Eau de parfum présentée avec son flacon ou son emballage, destinée à compléter une collection de fragrances.","Eau de parfum

Cette fragrance est présentée avec son flacon ou son emballage visible sur le média associé. Elle convient à une utilisation quotidienne ou à des occasions particulières, selon son profil olfactif.

INFORMATIONS À CONFIRMER
• Nom commercial exact
• Marque
• Contenance
• Concentration et notes olfactives

Aucune pyramide olfactive ni comparaison avec une autre fragrance n’est ajoutée sans identification certaine du produit.",produits/notes/PR053.txt,PR053,draft,1,0,media_unique_a_verifier,oui,37dfb07f-f2b7-4afa-88cf-1f665530805c.jpeg,6800,15000,oui,Prix indicatif pour une eau de parfum générique/non identifiée. Marque et contenance à confirmer.,,Produit non identifié avec une certitude suffisante
PR054,Eau de parfum,Parfums,Eau de parfum,10000,1,,,,,,,Mixte,"Eau de parfum présentée avec son flacon ou son emballage, destinée à compléter une collection de fragrances.","Eau de parfum

Cette fragrance est présentée avec son flacon ou son emballage visible sur le média associé. Elle convient à une utilisation quotidienne ou à des occasions particulières, selon son profil olfactif.

INFORMATIONS À CONFIRMER
• Nom commercial exact
• Marque
• Contenance
• Concentration et notes olfactives

Aucune pyramide olfactive ni comparaison avec une autre fragrance n’est ajoutée sans identification certaine du produit.",produits/notes/PR054.txt,PR054,draft,1,0,media_unique_a_verifier,oui,39c95742-4a93-4a4f-8386-00b14e5c84a2.jpeg,6800,15000,oui,Prix indicatif pour une eau de parfum générique/non identifiée. Marque et contenance à confirmer.,,Produit non identifié avec une certitude suffisante
PR055,Déodorant corporel parfumé,Beauté et soins,Déodorant,3000,1,,,,,,,Mixte,Déodorant corporel parfumé pour une sensation de fraîcheur au quotidien.,"Déodorant corporel parfumé

Ce déodorant corporel parfumé est conçu pour compléter une routine de soin et apporter une sensation de fraîcheur. Son conditionnement et sa présentation sont visibles sur le média associé.",produits/notes/PR055.txt,PR055,draft,1,0,media_unique_a_verifier,oui,3bc472fe-127f-4876-a4f9-b6d847844567.jpeg,2500,5000,oui,"Prix indicatif pour un déodorant corporel générique, contenance et marque non confirmées.",,Description enrichie ; informations d’étiquette à vérifier
PR056,Sac à main femme,Sacs,Sac à main,12000,1,,,,,,,Femme,"Sac à main femme au style élégant, conçu pour accompagner les tenues du quotidien comme les occasions habillées.","Sac à main femme

Ce sac à main pour femme présente une silhouette élégante et soignée. Son format permet de transporter les essentiels du quotidien tout en conservant une allure structurée et féminine. Il peut accompagner une tenue de travail, une sortie en ville ou une occasion plus habillée.",produits/notes/PR056.txt,PR056,draft,1,0,media_unique_a_verifier,oui,3c47f8d2-692a-47cd-9291-4f7dd5e4e64a.jpeg,10000,20000,oui,"Prix indicatif pour un sac à main femme générique, sans marque ni matière confirmées.",,Description enrichie ; marque et modèle à vérifier sur le média
PR057,Eau de parfum,Parfums,Eau de parfum,10000,1,,,,,,,Mixte,"Eau de parfum présentée avec son flacon ou son emballage, destinée à compléter une collection de fragrances.","Eau de parfum

Cette fragrance est présentée avec son flacon ou son emballage visible sur le média associé. Elle convient à une utilisation quotidienne ou à des occasions particulières, selon son profil olfactif.

INFORMATIONS À CONFIRMER
• Nom commercial exact
• Marque
• Contenance
• Concentration et notes olfactives

Aucune pyramide olfactive ni comparaison avec une autre fragrance n’est ajoutée sans identification certaine du produit.",produits/notes/PR057.txt,PR057,draft,1,0,media_unique_a_verifier,oui,3c716e68-c9e3-4564-af05-543fc7ad5f72.jpeg,6800,15000,oui,Prix indicatif pour une eau de parfum générique/non identifiée. Marque et contenance à confirmer.,,Produit non identifié avec une certitude suffisante
